,COMUNIDAD,S_AMOR,AÑOS_PAREJA,S_PAREJA,CONVIVE_PAREJA,AFINIDAD_GEN,AFINIDAD_GUSTOS,AFINIDAD_SOCIAL,AFINIDAD_ECONOMI,AFINIDAD_SEX,IMPORTANCIA_SEX,IMPORTANCIA_SEX_PAREJA,EDUCACION_S,ATRACION_P,N_PAREJAS,COMUNICACION_SEX,R_EXT_MATRIMONIAL,ATRACCIÓN,F_ANUAL,SEXO,EDAD,ESTUDIOS,SIT_LABORAL,STATUS,NACIONALIDAD,RELIGION,BIENESTAR,OCUPACION_Agricultor,OCUPACION_Autónomo,OCUPACION_Comerciante,OCUPACION_Director,OCUPACION_Mando,OCUPACION_Obrero,OCUPACION_Otro,F_SEXO_Diariamente,F_SEXO_Mensualmente,F_SEXO_Ocasionalmente,F_SEXO_Regularmente,F_SEXO_Sin actividad sexual
365,1,4,23,4,1,3,3,4,5,4,7,5,0,0,6,3,1,1,0,0,50,2,2,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
366,1,4,9,4,1,3,4,5,5,4,7,6,0,0,6,3,1,2,1,0,31,2,2,2,1,1,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
367,1,4,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,1,1,20,2,1,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
368,1,4,32,4,1,4,4,4,4,4,6,10,0,0,1,2,0,1,0,1,51,2,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
369,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,53,4,2,2,1,1,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
370,2,4,10,4,1,4,4,5,5,4,7,6,0,0,2,3,0,1,0,0,40,4,2,1,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
371,1,4,5,4,1,3,4,4,4,4,7,9,0,0,1,3,0,1,0,1,31,3,2,1,1,1,2.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
372,12,5,0,0,0,0,0,0,0,0,7,0,1,0,6,3,0,2,0,1,18,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
373,14,4,20,4,1,3,4,4,4,4,10,8,0,0,6,3,0,1,0,0,42,3,2,1,1,1,4.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
374,3,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,65,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
375,13,5,1,5,0,3,3,4,3,4,8,8,1,0,2,3,0,2,1,0,18,2,1,1,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
376,1,4,4,4,0,3,3,4,3,4,8,7,0,0,4,3,1,2,0,0,25,4,1,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
377,12,5,2,4,0,3,3,4,3,4,7,7,1,0,1,3,0,1,0,1,18,2,1,1,1,0,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
378,1,5,14,5,1,3,4,4,4,5,8,10,0,0,1,3,0,1,1,1,38,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
379,2,0,0,0,0,0,0,0,0,0,10,0,0,0,1,3,0,1,0,1,70,0,2,0,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
380,12,5,43,5,1,3,4,4,4,5,9,9,0,0,1,3,0,1,0,1,70,0,2,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
381,12,4,57,5,1,3,4,5,4,4,9,9,0,0,1,3,0,1,0,0,80,0,2,1,1,1,2.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
382,12,1,0,0,0,0,0,0,0,0,10,0,0,0,3,3,1,0,0,0,27,2,2,1,1,0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
383,12,1,0,0,0,0,0,0,0,0,7,0,1,0,5,3,0,0,0,1,32,3,2,1,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
384,16,4,4,5,0,3,3,4,3,4,7,7,1,0,1,3,0,1,0,1,20,2,1,1,1,1,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
385,12,5,8,4,1,3,4,4,5,5,8,8,1,0,6,3,0,1,0,0,29,2,2,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
386,1,5,3,4,0,3,3,4,3,4,8,8,1,0,1,3,0,1,1,1,22,2,2,1,1,0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
387,1,5,3,5,1,3,4,5,4,5,8,8,1,0,1,3,0,1,1,1,22,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
388,15,5,20,4,1,3,4,4,4,4,7,7,0,0,1,3,1,1,0,0,50,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
389,1,4,13,3,1,4,2,3,5,4,10,4,1,0,2,3,1,1,0,0,34,2,2,1,1,2,4.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
390,1,4,28,5,1,4,4,5,3,4,6,6,0,0,3,3,1,1,1,1,50,2,0,1,1,1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
391,12,5,1,5,1,4,4,3,4,4,7,7,1,0,4,3,1,1,0,0,22,2,2,1,1,2,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
392,1,5,49,4,1,3,4,4,4,4,8,8,0,0,1,3,0,1,0,1,76,1,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
393,16,5,28,5,1,3,4,4,4,5,10,10,0,0,1,3,0,1,0,1,50,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
394,12,5,6,5,0,3,3,4,3,4,7,7,1,0,1,3,0,1,0,1,23,3,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
395,1,4,40,4,1,3,2,4,2,2,9,0,0,0,1,1,0,1,0,1,63,2,0,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
396,2,4,25,4,1,3,3,4,4,4,5,5,0,0,2,3,1,2,0,0,42,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
397,12,3,0,0,0,0,0,0,0,0,7,0,1,0,3,3,1,1,1,1,32,2,2,1,1,0,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
398,12,3,20,3,1,1,3,4,3,4,5,10,0,1,2,3,1,1,0,1,39,1,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
399,1,4,37,4,1,3,4,4,4,4,6,6,0,0,1,3,0,1,0,0,61,2,2,1,1,0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
400,12,2,0,0,0,0,0,0,0,0,10,0,1,0,3,2,0,1,0,1,28,2,2,1,0,1,2.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
401,1,5,8,5,1,3,4,2,3,4,6,4,1,1,1,3,0,2,1,0,37,3,2,1,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
402,1,5,1,5,0,3,3,4,3,4,7,6,1,0,3,3,0,1,0,1,19,3,1,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
403,12,2,0,0,0,0,0,0,0,0,7,0,0,0,5,1,0,0,0,1,29,3,2,1,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
404,1,4,0,0,0,0,0,0,0,0,10,0,1,0,2,3,0,2,1,1,31,4,2,2,1,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
405,1,2,12,4,1,3,5,5,5,5,8,8,1,0,2,3,0,1,1,1,43,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
406,12,4,0,0,0,0,0,0,0,0,8,0,0,0,6,3,0,1,1,0,42,4,2,2,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
407,12,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,1,0,1,88,0,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
408,1,4,30,4,1,4,4,5,5,5,10,10,0,0,1,3,0,1,1,1,49,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
409,14,5,16,5,1,4,5,5,5,5,9,8,1,0,6,3,1,1,0,0,34,2,2,1,0,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
410,12,4,1,5,0,3,3,4,3,4,9,5,1,0,3,3,1,2,0,0,23,2,1,1,1,1,1.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
411,6,4,20,4,1,3,3,5,5,4,8,6,0,0,1,3,1,2,0,0,42,3,2,1,1,2,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
412,1,4,20,4,1,4,4,5,5,3,8,8,0,0,2,3,0,1,0,0,40,1,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
413,15,5,10,4,1,3,4,5,4,4,8,9,0,0,3,3,0,1,0,1,41,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
414,1,5,26,5,1,4,4,5,5,5,5,5,1,0,1,3,0,1,0,1,42,3,2,1,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
415,12,0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,1,0,1,71,1,2,1,1,1,1.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
416,3,2,17,2,1,4,5,5,5,2,8,5,0,0,4,1,1,2,0,0,37,4,2,2,1,0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
417,1,5,2,5,0,3,3,4,3,4,6,10,0,0,4,3,0,1,0,0,29,2,2,2,1,0,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
418,1,4,15,4,1,3,4,4,4,4,7,7,0,0,6,3,0,1,1,0,41,4,2,2,1,1,4.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
419,15,5,2,5,0,3,3,4,3,4,7,6,1,0,3,3,0,1,1,0,25,4,2,2,1,1,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
420,1,5,15,5,1,3,3,4,4,5,10,10,0,0,1,3,0,1,0,1,34,3,2,2,1,1,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
421,1,5,10,5,1,3,4,4,4,5,8,10,1,0,1,3,0,1,1,1,30,2,2,1,1,0,4.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
422,2,5,5,5,1,4,5,5,5,5,10,10,1,0,6,3,1,2,0,1,46,4,2,1,0,0,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
423,15,5,10,4,1,3,3,5,4,4,7,7,0,0,5,1,0,1,1,0,39,2,2,1,1,1,2.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
424,12,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,1,72,0,2,1,1,1,4.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
425,1,5,18,5,1,3,4,4,4,5,8,7,1,0,1,3,0,1,1,0,35,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
426,14,5,13,4,1,3,4,4,4,5,9,10,1,0,1,3,0,1,0,1,38,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
427,15,5,56,5,1,4,4,5,4,0,0,0,0,0,1,3,0,1,0,1,74,1,2,1,1,1,2.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
428,1,2,0,0,0,0,0,0,0,0,8,0,1,0,5,3,0,2,1,0,41,2,2,1,1,0,1.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
429,2,2,0,0,0,0,0,0,0,0,8,0,0,0,2,3,0,2,0,1,22,2,0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
430,2,1,0,0,0,0,0,0,0,0,7,0,0,0,1,3,0,1,0,1,55,2,2,1,1,1,2.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
431,1,4,34,5,1,3,4,4,4,4,9,9,0,0,1,3,0,1,0,1,50,1,2,1,1,1,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
432,1,5,21,5,1,4,4,5,5,5,8,8,0,1,1,3,0,1,0,1,44,3,0,1,1,1,4.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
433,1,4,18,5,1,3,4,4,3,4,7,10,0,0,1,3,0,1,0,1,35,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
434,1,4,32,4,1,3,4,4,3,4,8,8,0,0,1,3,0,1,1,0,52,2,2,1,1,2,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
435,12,4,5,4,1,3,4,4,4,4,5,4,1,0,5,3,0,1,0,0,36,3,2,1,1,1,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
436,1,5,46,5,1,4,4,5,5,4,6,6,0,0,1,1,0,1,0,0,75,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
437,14,4,44,5,1,4,5,5,4,5,10,10,0,0,1,3,0,1,0,1,67,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
438,13,5,0,4,0,3,3,4,3,4,7,5,0,0,2,3,1,1,0,0,29,2,2,1,1,1,4.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
439,1,3,51,5,1,4,4,4,4,3,10,5,0,0,1,3,0,1,0,0,73,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
440,3,3,19,4,1,3,4,3,3,4,8,10,1,0,6,3,1,1,0,0,44,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
441,12,5,3,5,1,4,5,5,3,5,9,9,1,0,6,3,1,1,0,1,28,4,2,1,1,0,3.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
442,1,4,1,5,0,3,3,4,3,4,6,10,1,0,2,3,0,1,0,0,18,2,1,1,1,1,3.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
443,13,0,0,0,0,0,0,0,0,0,9,0,0,0,1,3,0,1,0,1,65,3,2,1,1,1,2.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
444,12,2,0,0,0,0,0,0,0,0,9,0,1,0,3,3,0,2,0,0,20,2,2,1,1,0,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
445,1,4,5,5,0,3,3,4,3,4,8,10,0,0,6,3,1,2,0,0,32,2,2,1,1,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
446,1,5,8,5,0,3,3,4,3,4,8,9,1,0,1,3,0,1,0,1,25,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
447,1,5,20,5,1,4,4,4,5,5,7,7,0,0,1,3,0,1,0,0,41,2,2,1,1,0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
448,12,1,11,3,1,3,4,3,3,4,2,3,0,0,2,3,1,1,1,0,40,3,2,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
449,12,1,0,0,0,0,0,0,0,0,6,0,1,0,2,3,0,0,1,0,27,3,2,1,1,0,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
450,12,5,11,4,0,3,3,4,3,4,5,5,1,0,1,3,0,1,0,0,32,3,2,1,1,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
451,12,5,33,4,1,3,3,4,4,4,8,10,0,0,2,3,0,1,0,0,59,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
452,12,2,0,0,0,0,0,0,0,0,10,0,0,0,6,3,1,1,0,0,79,2,2,1,1,1,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
453,1,5,14,4,1,4,4,5,5,5,9,9,1,0,1,3,0,2,0,0,32,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
454,1,4,7,4,1,3,4,4,4,4,8,8,0,0,5,3,0,1,0,0,37,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
455,12,4,0,0,0,0,0,0,0,0,8,0,0,0,2,3,0,2,0,1,60,1,0,1,1,1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
456,1,4,3,4,0,3,3,4,3,4,6,6,1,0,1,3,0,1,0,1,21,2,1,1,1,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
457,1,5,2,5,1,4,5,5,5,5,7,7,1,0,1,3,0,1,1,0,25,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
458,2,5,11,5,1,4,5,5,5,4,7,7,1,0,3,3,0,1,0,1,29,4,2,1,1,1,3.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
459,12,2,0,0,0,0,0,0,0,0,9,0,1,0,3,3,0,1,0,1,65,4,2,2,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
460,1,3,0,0,0,0,0,0,0,0,7,0,1,0,6,3,0,0,0,0,31,4,0,1,1,0,2.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
461,12,4,6,4,0,3,3,4,3,4,9,9,1,1,4,3,1,1,0,1,25,2,2,1,1,0,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
462,12,4,8,5,1,4,5,5,5,5,10,10,1,0,1,3,0,1,0,1,27,3,2,2,1,1,4.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
463,12,4,0,0,0,0,0,0,0,0,6,0,1,0,5,3,1,1,0,0,18,2,2,1,1,0,4.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
464,12,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,74,2,2,1,1,1,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
465,12,5,46,4,1,4,5,5,5,5,8,8,0,0,1,3,0,1,0,1,71,4,2,2,1,1,3.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
466,1,4,0,5,0,3,3,4,3,4,8,8,1,0,3,3,0,1,1,0,22,2,0,1,1,0,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
467,13,4,0,0,0,0,0,0,0,0,5,0,1,0,3,0,1,0,0,1,23,3,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
468,12,4,0,4,0,3,3,4,3,4,8,7,1,0,1,3,0,1,1,0,18,2,1,1,1,0,2.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
469,15,4,47,4,1,2,4,4,4,4,8,7,0,0,1,3,0,1,0,0,73,4,2,1,1,1,2.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
470,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,3,0,0,0,1,74,2,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
471,1,5,34,4,1,3,4,4,4,4,8,8,0,0,1,3,0,1,0,0,54,2,2,1,1,1,4.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
472,1,5,25,4,1,4,5,5,4,5,7,7,0,0,1,3,0,1,0,0,53,4,2,1,1,0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
473,3,4,0,0,0,0,0,0,0,0,6,0,0,0,1,3,0,1,1,1,84,0,2,1,1,1,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,12,4,22,4,1,2,3,2,4,4,9,7,0,0,6,3,0,1,1,0,43,2,2,1,1,1,1.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
475,12,0,0,0,0,0,0,0,0,0,8,0,0,0,3,1,0,2,0,0,70,3,2,1,1,1,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
476,12,2,0,0,0,0,0,0,0,0,10,0,1,0,3,2,1,0,0,0,21,2,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
477,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,83,0,2,1,1,1,1.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
478,12,4,35,5,1,3,4,5,4,4,8,8,0,0,1,3,0,1,0,0,62,1,2,1,1,1,2.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
479,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,3,0,1,0,1,18,2,1,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
480,12,4,4,5,1,3,4,5,4,4,8,9,1,0,1,3,0,1,0,1,26,2,2,1,1,0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
481,1,4,32,4,1,3,4,4,2,4,10,10,0,0,5,3,1,2,0,0,58,1,0,1,1,1,2.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
482,15,4,5,4,1,3,4,4,4,4,7,10,1,0,3,3,0,2,0,0,34,4,2,2,1,1,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
483,13,5,2,4,0,3,3,4,3,4,7,9,1,0,1,3,0,1,0,1,20,2,1,2,1,2,3.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
484,12,4,4,4,1,3,3,5,3,4,8,7,1,0,2,3,0,1,0,1,27,2,2,1,1,0,3.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
485,12,3,40,4,1,3,3,4,4,4,8,7,0,0,2,3,1,1,0,0,66,3,2,2,1,0,3.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
486,6,5,5,5,0,3,3,4,3,4,10,10,1,0,2,3,0,1,1,1,28,3,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
487,15,4,0,0,0,0,0,0,0,0,7,0,0,0,6,3,0,0,0,1,72,2,2,1,1,1,3.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
488,1,4,5,4,1,2,3,4,3,4,10,7,1,0,3,3,0,2,1,0,25,2,2,1,1,0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
489,1,5,11,5,1,3,3,4,4,5,10,10,0,0,5,3,1,1,0,0,39,3,2,1,1,0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
490,12,4,18,4,1,4,4,4,4,4,8,7,1,0,3,3,0,1,0,0,40,3,2,1,1,1,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
491,15,5,6,5,1,2,4,5,4,2,6,9,1,0,2,3,0,1,0,1,31,3,2,1,1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
